;GO:0036492;GO:0016925;GO:0039520;GO:0015031;GO:1904613;GO:1901223;GO:1990253;GO:0050796;GO:0045892;GO:0045010;GO:0034587;GO:0032688;GO:0006695;GO:0007266;GO:0042147;GO:0006853;GO:1902603;GO:0000077;GO:0048010;GO:1990138;GO:0050680;GO:0071407;GO:0050687;GO:0043408;GO:0032792;GO:1900273;GO:0006260;GO:0045665;GO:0038095;GO:0043124;GO:0045944;GO:1902616;GO:0000398;GO:0002223;GO:0030888;GO:0006814;GO:0000165;GO:0031338;GO:0019221;GO:0010633;GO:0032147;GO:0050852;GO:0030522;GO:0006270;GO:0031295;GO:0000209;GO:0000724;GO:0002230;GO:0009306;GO:0030239;GO:0006703;GO:0071264;GO:0018242;GO:0070973;GO:0031047;GO:0018243;GO:2001238;GO:0030512;GO:0007050;GO:0018108;GO:0061098;GO:0051051;GO:0006366;GO:0046777;GO:0008543;GO:0006886;GO:0002286;GO:0043666;GO:0023014;GO:0032922;GO:0032527;GO:0051607;GO:0035873;GO:0060392;GO:0060394;GO:1905515;GO:0006499;GO:0007616;GO:0006888;GO:0051694;GO:0071320;GO:0015913;GO:0018105;GO:0015730;GO:0090630;GO:2001271;GO:0043046;GO:0043687;GO:0006469;GO:0006613;GO:0010719;GO:0048741;GO:0000082;GO:0035459;GO:0034644;GO:0035616;GO:0016311;GO:0035335;GO:0007281;GO:0035970;GO:0006351;GO:0044828;GO:0031098;GO:1904322;GO:0006470;GO:0006355;GO:0048743;GO:0006357;GO:0060733;GO:0006511;GO:0002821;GO:0006909;GO:0034356;GO:0002949;GO:0030277;GO:0070895;GO:0032057;GO:0016266;GO:0070417;GO:0030036;GO:0019933;GO:0035722
GO:0007281;0.23529411764705882;0.26666666666666666;0.0;0.0;0.3333333333333333;0.0;0.2857142857142857;0.0;0.0;0.1111111111111111;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.2857142857142857;0.14285714285714285;0.2;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.14285714285714285;0.0;0.0;0.0;0.11764705882352941;0.11764705882352941;0.0;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.0;0.125;0.18181818181818182;0.15384615384615385;0.0;0.25;0.26666666666666666;0.0;0.2857142857142857;0.15384615384615385;0.3076923076923077;0.23529411764705882;0.13333333333333333;0.0;0.2857142857142857;0.13333333333333333;0.0;0.0;0.16666666666666666;0.26666666666666666;0.0;0.0;0.125;0.2857142857142857;0.14285714285714285;0.0;0.16666666666666666;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.13333333333333333;0.0;0.0;0.21052631578947367;0.3076923076923077;0.0;0.26666666666666666;0.0;0.0;0.0;0.125;0.3076923076923077;0.0;0.0;0.0;0.15384615384615385;0.18181818181818182;0.16666666666666666;0.15384615384615385;0.11764705882352941;0.36363636363636365;0.2857142857142857;1.0;0.2857142857142857;0.13333333333333333;0.0;0.16666666666666666;0.3333333333333333;0.3076923076923077;0.0;0.0;0.0;0.13333333333333333;0.14285714285714285;0.0;0.0;0.2222222222222222;0.11764705882352941;0.0;0.0;0.25;0.13333333333333333;0.36363636363636365;0.36363636363636365;0.14285714285714285;0.15384615384615385
GO:0035970;0.6666666666666666;0.7368421052631579;0.0;0.0;0.25;0.0;0.2222222222222222;0.0;0.0;0.18181818181818182;0.4444444444444444;0.0;0.35294117647058826;0.2222222222222222;0.0;0.0;0.0;0.2222222222222222;0.2222222222222222;0.2857142857142857;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.2222222222222222;0.0;0.0;0.0;0.38095238095238093;0.19047619047619047;0.0;0.0;0.7368421052631579;0.0;0.25;0.0;0.0;0.2;0.26666666666666666;0.5882352941176471;0.0;0.7;0.5263157894736842;0.0;0.2222222222222222;0.23529411764705882;0.35294117647058826;0.19047619047619047;0.5263157894736842;0.0;0.2222222222222222;0.5263157894736842;0.0;0.0;0.25;0.7368421052631579;0.0;0.0;0.4;0.7777777777777778;0.2222222222222222;0.0;0.125;0.0;0.7777777777777778;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.5263157894736842;0.0;0.0;0.17391304347826086;0.23529411764705882;0.0;0.7368421052631579;0.0;0.0;0.0;0.5;0.8235294117647058;0.0;0.0;0.0;0.23529411764705882;0.26666666666666666;0.125;0.23529411764705882;0.6666666666666666;0.8;0.8888888888888888;0.2857142857142857;1.0;0.42105263157894735;0.0;0.25;0.25;0.9411764705882353;0.0;0.0;0.0;0.21052631578947367;0.5555555555555556;0.0;0.0;0.45454545454545453;0.38095238095238093;0.0;0.0;0.2;0.5263157894736842;0.26666666666666666;0.26666666666666666;0.2222222222222222;0.23529411764705882
GO:0006351;0.36363636363636365;0.4;0.0;0.0;0.11764705882352941;0.0;0.10526315789473684;0.0;0.0;0.08695652173913043;0.42105263157894735;0.0;0.3333333333333333;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.10526315789473684;0.13333333333333333;0.0;0.125;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.10526315789473684;0.0;0.0;0.0;0.09090909090909091;0.09090909090909091;0.0;0.0;0.1;0.0;0.11764705882352941;0.0;0.0;0.09523809523809523;0.125;0.1111111111111111;0.0;0.38095238095238093;0.4;0.0;0.10526315789473684;0.1111111111111111;0.4444444444444444;0.09090909090909091;0.1;0.0;0.10526315789473684;0.1;0.0;0.0;0.11764705882352941;0.4;0.0;0.0;0.9523809523809523;0.42105263157894735;0.10526315789473684;0.0;0.11764705882352941;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.1;0.0;0.0;0.08333333333333333;0.1111111111111111;0.0;0.4;0.0;0.0;0.0;0.09523809523809523;0.4444444444444444;0.0;0.0;0.0;0.1111111111111111;0.125;0.11764705882352941;0.1111111111111111;0.09090909090909091;0.25;0.42105263157894735;0.13333333333333333;0.42105263157894735;1.0;0.0;0.11764705882352941;0.11764705882352941;0.4444444444444444;0.0;0.0;0.0;0.1;0.42105263157894735;0.0;0.0;0.34782608695652173;0.36363636363636365;0.0;0.0;0.19047619047619047;0.4;0.125;0.125;0.10526315789473684;0.1111111111111111
GO:0044828;0.09090909090909091;0.0;0.3;0.0;0.0;0.10526315789473684;0.0;0.1;0.38095238095238093;0.08695652173913043;0.0;0.1111111111111111;0.0;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.10526315789473684;0.0;0.11764705882352941;0.0;0.5555555555555556;0.1;0.34782608695652173;0.1;0.0;0.10526315789473684;0.10526315789473684;0.10526315789473684;0.09090909090909091;0.0;0.0;0.09090909090909091;0.10526315789473684;0.0;0.1;0.11764705882352941;0.11764705882352941;0.10526315789473684;0.09090909090909091;0.09523809523809523;0.125;0.0;0.1;0.0;0.0;0.42105263157894735;0.0;0.0;0.1111111111111111;0.09090909090909091;0.0;0.0;0.10526315789473684;0.0;0.1;0.10526315789473684;0.11764705882352941;0.0;0.09090909090909091;0.125;0.0;0.0;0.10526315789473684;0.0;0.0;0.1;0.10526315789473684;0.11764705882352941;0.0;0.11764705882352941;0.0;0.10526315789473684;0.38095238095238093;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.1111111111111111;0.3333333333333333;0.0;0.0;0.09523809523809523;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.11764705882352941;0.0;0.0;0.1;0.1;0.09523809523809523;0.1;0.0;0.11764705882352941;0.0;0.0;0.0;0.1111111111111111;0.42105263157894735;0.38095238095238093;0.0;0.0;0.0;0.10526315789473684;0.1111111111111111
GO:0031098;0.42105263157894735;0.23529411764705882;0.11764705882352941;0.0;0.42857142857142855;0.125;0.5;0.47058823529411764;0.4444444444444444;0.1;0.125;0.13333333333333333;0.0;0.125;0.0;0.0;0.0;0.5;0.125;0.16666666666666666;0.5714285714285714;0.46153846153846156;0.13333333333333333;0.11764705882352941;0.1;0.11764705882352941;0.26666666666666666;0.125;0.125;0.125;0.42105263157894735;0.0;0.10526315789473684;0.10526315789473684;0.125;0.0;0.7058823529411765;0.5714285714285714;0.14285714285714285;0.125;0.10526315789473684;0.1111111111111111;0.15384615384615385;0.13333333333333333;0.11764705882352941;0.2222222222222222;0.47058823529411764;0.125;0.25;0.13333333333333333;0.26666666666666666;0.42105263157894735;0.11764705882352941;0.0;0.25;0.11764705882352941;0.11764705882352941;0.5;0.14285714285714285;0.23529411764705882;0.10526315789473684;0.15384615384615385;0.1111111111111111;0.25;0.125;0.0;0.14285714285714285;0.11764705882352941;0.125;0.14285714285714285;0.0;0.14285714285714285;0.0;0.125;0.4444444444444444;0.13333333333333333;0.11764705882352941;0.0;0.0;0.38095238095238093;0.4;0.0;0.23529411764705882;0.0;0.13333333333333333;0.38095238095238093;0.1111111111111111;0.26666666666666666;0.1111111111111111;0.0;0.14285714285714285;0.13333333333333333;0.15384615384615385;0.14285714285714285;0.4;0.10526315789473684;0.3076923076923077;0.25;0.16666666666666666;0.25;0.11764705882352941;0.11764705882352941;1.0;0.42857142857142855;0.26666666666666666;0.11764705882352941;0.47058823529411764;0.1111111111111111;0.47058823529411764;0.125;0.14285714285714285;0.0;0.2;0.10526315789473684;0.13333333333333333;0.5;0.4444444444444444;0.11764705882352941;0.6153846153846154;0.3076923076923077;0.125;0.13333333333333333
GO:1904322;0.3157894736842105;0.23529411764705882;0.0;0.0;0.8571428571428571;0.0;0.375;0.0;0.0;0.2;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.375;0.25;0.3333333333333333;0.0;0.9230769230769231;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.25;0.0;0.0;0.0;0.10526315789473684;0.21052631578947367;0.0;0.0;0.23529411764705882;0.0;0.2857142857142857;0.0;0.0;0.2222222222222222;0.3076923076923077;0.26666666666666666;0.0;0.2222222222222222;0.35294117647058826;0.0;0.25;0.26666666666666666;0.26666666666666666;0.3157894736842105;0.23529411764705882;0.0;0.25;0.23529411764705882;0.0;0.0;0.2857142857142857;0.23529411764705882;0.0;0.0;0.1111111111111111;0.25;0.25;0.0;0.14285714285714285;0.0;0.25;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.13333333333333333;0.23529411764705882;0.0;0.0;0.19047619047619047;0.8;0.0;0.23529411764705882;0.0;0.0;0.0;0.1111111111111111;0.26666666666666666;0.0;0.0;0.0;0.26666666666666666;0.3076923076923077;0.14285714285714285;0.4;0.21052631578947367;0.3076923076923077;0.25;0.3333333333333333;0.25;0.11764705882352941;0.0;0.42857142857142855;1.0;0.26666666666666666;0.0;0.0;0.0;0.35294117647058826;0.25;0.0;0.0;0.2;0.10526315789473684;0.0;0.0;0.3333333333333333;0.23529411764705882;0.46153846153846156;0.3076923076923077;0.25;0.26666666666666666
GO:0006470;0.7;0.7777777777777778;0.0;0.0;0.26666666666666666;0.0;0.23529411764705882;0.0;0.0;0.19047619047619047;0.47058823529411764;0.0;0.375;0.23529411764705882;0.0;0.0;0.0;0.23529411764705882;0.23529411764705882;0.3076923076923077;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.625;0.0;0.23529411764705882;0.0;0.0;0.0;0.4;0.2;0.0;0.0;0.7777777777777778;0.0;0.26666666666666666;0.0;0.0;0.21052631578947367;0.2857142857142857;0.625;0.0;0.7368421052631579;0.5555555555555556;0.0;0.23529411764705882;0.25;0.375;0.2;0.5555555555555556;0.0;0.23529411764705882;0.5555555555555556;0.0;0.0;0.26666666666666666;0.7777777777777778;0.0;0.0;0.42105263157894735;0.8235294117647058;0.23529411764705882;0.0;0.13333333333333333;0.0;0.8235294117647058;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.5555555555555556;0.0;0.0;0.18181818181818182;0.25;0.0;0.7777777777777778;0.0;0.0;0.0;0.5263157894736842;0.875;0.0;0.0;0.0;0.25;0.2857142857142857;0.13333333333333333;0.25;0.7;0.8571428571428571;0.9411764705882353;0.3076923076923077;0.9411764705882353;0.4444444444444444;0.0;0.26666666666666666;0.26666666666666666;1.0;0.0;0.0;0.0;0.2222222222222222;0.5882352941176471;0.0;0.0;0.47619047619047616;0.4;0.0;0.0;0.21052631578947367;0.5555555555555556;0.2857142857142857;0.2857142857142857;0.23529411764705882;0.25
GO:0006355;0.6363636363636364;0.0;0.1;0.0;0.0;0.42105263157894735;0.0;0.4;0.9523809523809523;0.08695652173913043;0.0;0.3333333333333333;0.0;0.10526315789473684;0.0;0.0;0.0;0.42105263157894735;0.10526315789473684;0.0;0.47058823529411764;0.0;0.3333333333333333;0.5;0.8695652173913043;0.4;0.0;0.10526315789473684;0.10526315789473684;0.42105263157894735;0.9090909090909091;0.0;0.0;0.09090909090909091;0.42105263157894735;0.0;0.4;0.47058823529411764;0.11764705882352941;0.3157894736842105;0.45454545454545453;0.09523809523809523;0.5;0.0;0.1;0.0;0.0;0.3157894736842105;0.0;0.0;0.2222222222222222;0.6363636363636364;0.0;0.0;0.631578947368421;0.0;0.4;0.42105263157894735;0.11764705882352941;0.0;0.45454545454545453;0.375;0.0;0.0;0.10526315789473684;0.0;0.0;0.5;0.42105263157894735;0.7058823529411765;0.0;0.0;0.0;0.42105263157894735;0.47619047619047616;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2222222222222222;0.3333333333333333;0.0;0.0;0.47619047619047616;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.11764705882352941;0.0;0.0;1.0;0.4;0.9523809523809523;0.7;0.0;0.35294117647058826;0.0;0.0;0.0;0.2222222222222222;0.5263157894736842;0.5714285714285714;0.0;0.0;0.0;0.10526315789473684;0.1111111111111111
GO:0048743;0.36363636363636365;0.0;0.5;0.0;0.0;0.42105263157894735;0.0;0.4;0.38095238095238093;0.43478260869565216;0.0;0.4444444444444444;0.0;0.10526315789473684;0.0;0.0;0.0;0.42105263157894735;0.10526315789473684;0.0;0.47058823529411764;0.0;0.3333333333333333;0.4;0.2608695652173913;0.5;0.0;0.631578947368421;0.10526315789473684;0.42105263157894735;0.36363636363636365;0.0;0.0;0.09090909090909091;0.42105263157894735;0.0;0.4;0.47058823529411764;0.47058823529411764;0.42105263157894735;0.45454545454545453;0.09523809523809523;0.5;0.0;0.5;0.0;0.0;0.3157894736842105;0.0;0.0;0.2222222222222222;0.45454545454545453;0.0;0.0;0.10526315789473684;0.0;0.5;0.42105263157894735;0.47058823529411764;0.0;0.45454545454545453;0.375;0.0;0.0;0.10526315789473684;0.0;0.0;0.4;0.42105263157894735;0.11764705882352941;0.0;0.0;0.0;0.42105263157894735;0.38095238095238093;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2222222222222222;0.3333333333333333;0.0;0.0;0.38095238095238093;0.0;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.47058823529411764;0.0;0.0;0.4;1.0;0.38095238095238093;0.4;0.0;0.47058823529411764;0.0;0.0;0.0;0.2222222222222222;0.42105263157894735;0.38095238095238093;0.0;0.0;0.0;0.10526315789473684;0.4444444444444444
GO:0006357;0.6086956521739131;0.0;0.09523809523809523;0.0;0.0;0.4;0.0;0.38095238095238093;0.9090909090909091;0.08333333333333333;0.0;0.3157894736842105;0.0;0.1;0.0;0.0;0.0;0.4;0.1;0.0;0.4444444444444444;0.0;0.3157894736842105;0.47619047619047616;0.8333333333333334;0.38095238095238093;0.0;0.1;0.1;0.4;0.9565217391304348;0.0;0.0;0.08695652173913043;0.4;0.0;0.38095238095238093;0.4444444444444444;0.1111111111111111;0.3;0.43478260869565216;0.09090909090909091;0.47058823529411764;0.0;0.09523809523809523;0.0;0.0;0.3;0.0;0.0;0.21052631578947367;0.6086956521739131;0.0;0.0;0.6;0.0;0.38095238095238093;0.4;0.1111111111111111;0.0;0.43478260869565216;0.35294117647058826;0.0;0.0;0.1;0.0;0.0;0.47619047619047616;0.4;0.6666666666666666;0.0;0.0;0.0;0.4;0.45454545454545453;0.0;0.0;0.0;0.0;0.32;0.0;0.0;0.0;0.0;0.21052631578947367;0.32;0.0;0.0;0.45454545454545453;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.1111111111111111;0.0;0.0;0.9523809523809523;0.38095238095238093;1.0;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0;0.0;0.21052631578947367;0.5;0.5454545454545454;0.0;0.0;0.0;0.1;0.10526315789473684
GO:0060733;0.8181818181818182;0.2;0.1;0.0;0.35294117647058826;0.42105263157894735;0.8421052631578947;0.4;0.6666666666666666;0.08695652173913043;0.10526315789473684;0.3333333333333333;0.0;0.10526315789473684;0.0;0.0;0.0;0.42105263157894735;0.10526315789473684;0.13333333333333333;0.47058823529411764;0.375;0.5555555555555556;0.9;0.2608695652173913;0.4;0.2222222222222222;0.10526315789473684;0.10526315789473684;0.42105263157894735;0.6363636363636364;0.0;0.09090909090909091;0.09090909090909091;0.42105263157894735;0.0;0.4;0.47058823529411764;0.47058823529411764;0.3157894736842105;0.8181818181818182;0.09523809523809523;0.5;0.1111111111111111;0.4;0.19047619047619047;0.4;0.5263157894736842;0.21052631578947367;0.1111111111111111;0.2222222222222222;0.8181818181818182;0.1;0.0;0.21052631578947367;0.1;0.4;0.42105263157894735;0.47058823529411764;0.2;0.8181818181818182;0.375;0.09523809523809523;0.21052631578947367;0.10526315789473684;0.0;0.11764705882352941;0.8;0.42105263157894735;0.7058823529411765;0.0;0.35294117647058826;0.0;0.42105263157894735;0.8571428571428571;0.1111111111111111;0.1;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.2;0.0;0.2222222222222222;0.3333333333333333;0.09523809523809523;0.2222222222222222;0.8571428571428571;0.0;0.47058823529411764;0.1111111111111111;0.125;0.11764705882352941;0.3333333333333333;0.09090909090909091;0.25;0.21052631578947367;0.13333333333333333;0.21052631578947367;0.1;0.1;0.47058823529411764;0.35294117647058826;0.2222222222222222;0.7;0.4;0.6666666666666666;1.0;0.10526315789473684;0.47058823529411764;0.0;0.17391304347826086;0.09090909090909091;0.2222222222222222;0.42105263157894735;0.8571428571428571;0.1;0.5;0.25;0.10526315789473684;0.4444444444444444
GO:0006511;0.47619047619047616;0.5263157894736842;0.0;0.0;0.25;0.0;0.2222222222222222;0.0;0.0;0.09090909090909091;0.4444444444444444;0.0;0.35294117647058826;0.1111111111111111;0.0;0.0;0.0;0.2222222222222222;0.1111111111111111;0.14285714285714285;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.1111111111111111;0.0;0.0;0.0;0.09523809523809523;0.09523809523809523;0.0;0.0;0.10526315789473684;0.0;0.125;0.0;0.0;0.1;0.13333333333333333;0.11764705882352941;0.0;0.5;0.5263157894736842;0.0;0.2222222222222222;0.11764705882352941;0.35294117647058826;0.19047619047619047;0.5263157894736842;0.0;0.2222222222222222;0.5263157894736842;0.0;0.0;0.125;0.5263157894736842;0.0;0.0;0.4;0.5555555555555556;0.1111111111111111;0.0;0.125;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.5263157894736842;0.0;0.0;0.17391304347826086;0.23529411764705882;0.0;0.5263157894736842;0.0;0.0;0.0;0.1;0.5882352941176471;0.0;0.0;0.0;0.11764705882352941;0.13333333333333333;0.125;0.11764705882352941;0.09523809523809523;0.4;0.5555555555555556;0.14285714285714285;0.5555555555555556;0.42105263157894735;0.0;0.125;0.25;0.5882352941176471;0.0;0.0;0.0;0.10526315789473684;1.0;0.0;0.0;0.36363636363636365;0.09523809523809523;0.0;0.0;0.2;0.5263157894736842;0.26666666666666666;0.26666666666666666;0.1111111111111111;0.11764705882352941
GO:0002821;0.3157894736842105;0.0;0.11764705882352941;0.0;0.0;0.5;0.0;0.23529411764705882;0.3333333333333333;0.1;0.0;0.4;0.0;0.125;0.0;0.0;0.0;0.375;0.125;0.0;0.42857142857142855;0.0;0.5333333333333333;0.47058823529411764;0.3;0.47058823529411764;0.0;0.125;0.625;0.5;0.42105263157894735;0.0;0.0;0.631578947368421;0.5;0.0;0.11764705882352941;0.42857142857142855;0.14285714285714285;0.375;0.42105263157894735;0.6666666666666666;0.15384615384615385;0.0;0.5882352941176471;0.0;0.0;0.5;0.0;0.0;0.26666666666666666;0.42105263157894735;0.0;0.0;0.125;0.0;0.5882352941176471;0.5;0.14285714285714285;0.0;0.42105263157894735;0.46153846153846156;0.0;0.0;0.125;0.0;0.0;0.23529411764705882;0.125;0.14285714285714285;0.0;0.0;0.0;0.5;0.4444444444444444;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.26666666666666666;0.2857142857142857;0.0;0.0;0.2222222222222222;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.14285714285714285;0.0;0.0;0.35294117647058826;0.47058823529411764;0.3333333333333333;0.47058823529411764;0.0;1.0;0.0;0.0;0.0;0.26666666666666666;0.375;0.3333333333333333;0.0;0.0;0.0;0.125;0.13333333333333333
GO:0006909;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.42105263157894735;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.21052631578947367;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0034356;0.4;0.34782608695652173;0.0;0.0;0.2;0.0;0.18181818181818182;0.0;0.0;0.15384615384615385;0.36363636363636365;0.0;0.47619047619047616;0.18181818181818182;0.0;0.0;0.0;0.18181818181818182;0.18181818181818182;0.2222222222222222;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.18181818181818182;0.0;0.0;0.0;0.24;0.16;0.0;0.0;0.17391304347826086;0.0;0.2;0.0;0.0;0.16666666666666666;0.21052631578947367;0.38095238095238093;0.0;0.3333333333333333;0.34782608695652173;0.0;0.18181818181818182;0.19047619047619047;0.47619047619047616;0.16;0.34782608695652173;0.0;0.18181818181818182;0.34782608695652173;0.0;0.0;0.2;0.43478260869565216;0.0;0.0;0.25;0.45454545454545453;0.18181818181818182;0.0;0.1;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.34782608695652173;0.0;0.0;0.14814814814814814;0.19047619047619047;0.0;0.43478260869565216;0.0;0.0;0.0;0.08333333333333333;0.38095238095238093;0.0;0.0;0.0;0.19047619047619047;0.21052631578947367;0.1;0.19047619047619047;0.16;0.5263157894736842;0.45454545454545453;0.2222222222222222;0.45454545454545453;0.34782608695652173;0.0;0.2;0.2;0.47619047619047616;0.0;0.0;0.0;0.17391304347826086;0.36363636363636365;0.0;0.0;1.0;0.24;0.0;0.0;0.16666666666666666;0.34782608695652173;0.21052631578947367;0.21052631578947367;0.18181818181818182;0.19047619047619047
GO:0002949;0.3333333333333333;0.36363636363636365;0.0;0.0;0.10526315789473684;0.0;0.09523809523809523;0.0;0.0;0.08;0.6666666666666666;0.0;0.3;0.09523809523809523;0.0;0.0;0.0;0.09523809523809523;0.09523809523809523;0.11764705882352941;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.4;0.0;0.09523809523809523;0.0;0.0;0.0;0.08333333333333333;0.08333333333333333;0.0;0.0;0.09090909090909091;0.0;0.10526315789473684;0.0;0.0;0.08695652173913043;0.1111111111111111;0.1;0.0;0.34782608695652173;0.36363636363636365;0.0;0.09523809523809523;0.1;0.2;0.08333333333333333;0.09090909090909091;0.0;0.09523809523809523;0.09090909090909091;0.0;0.0;0.10526315789473684;0.36363636363636365;0.0;0.0;0.34782608695652173;0.38095238095238093;0.09523809523809523;0.0;0.10526315789473684;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.09090909090909091;0.0;0.0;0.07692307692307693;0.1;0.0;0.36363636363636365;0.0;0.0;0.0;0.08695652173913043;0.4;0.0;0.0;0.0;0.1;0.1111111111111111;0.10526315789473684;0.1;0.08333333333333333;0.2222222222222222;0.38095238095238093;0.11764705882352941;0.38095238095238093;0.36363636363636365;0.0;0.10526315789473684;0.10526315789473684;0.4;0.0;0.0;0.0;0.09090909090909091;0.09523809523809523;0.0;0.0;0.24;1.0;0.0;0.0;0.08695652173913043;0.36363636363636365;0.1111111111111111;0.1111111111111111;0.09523809523809523;0.1
GO:0030277;0.1;0.0;0.1111111111111111;0.0;0.0;0.23529411764705882;0.0;0.3333333333333333;0.21052631578947367;0.09523809523809523;0.0;0.25;0.0;0.11764705882352941;0.0;0.0;0.0;0.11764705882352941;0.11764705882352941;0.0;0.26666666666666666;0.0;0.25;0.2222222222222222;0.19047619047619047;0.3333333333333333;0.0;0.11764705882352941;0.11764705882352941;0.23529411764705882;0.2;0.0;0.0;0.1;0.23529411764705882;0.0;0.1111111111111111;0.26666666666666666;0.13333333333333333;0.23529411764705882;0.2;0.10526315789473684;0.14285714285714285;0.0;0.1111111111111111;0.0;0.0;0.23529411764705882;0.0;0.0;0.125;0.1;0.0;0.0;0.11764705882352941;0.0;0.2222222222222222;0.23529411764705882;0.13333333333333333;0.0;0.2;0.2857142857142857;0.0;0.0;0.11764705882352941;0.0;0.0;0.2222222222222222;0.11764705882352941;0.26666666666666666;0.0;0.0;0.0;0.23529411764705882;0.21052631578947367;0.0;0.0;0.125;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.25;0.18181818181818182;0.0;0.0;0.21052631578947367;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.13333333333333333;0.0;0.0;0.2222222222222222;0.2222222222222222;0.21052631578947367;0.2222222222222222;0.0;0.26666666666666666;0.0;0.0;0.0;1.0;0.23529411764705882;0.21052631578947367;0.0;0.0;0.0;0.11764705882352941;0.125
