;GO:0061333;GO:0090179;GO:0051092;GO:0032966;GO:0002634;GO:0002755;GO:0001942;GO:0071498;GO:0071374;GO:0006958;GO:0001947;GO:2000111;GO:0019886;GO:0050729;GO:0060998;GO:0045652;GO:0007266;GO:0032956;GO:0014902;GO:0030890;GO:0034614;GO:0051017;GO:1905563;GO:0060025;GO:0060267;GO:1904753;GO:0002062;GO:0038095;GO:0045666;GO:0097190;GO:0045663;GO:0038096;GO:0045944;GO:0045669;GO:0043524;GO:0000165;GO:0051145;GO:0030889;GO:0071277;GO:0048147;GO:0019221;GO:0060828;GO:0001649;GO:2000774;GO:0001805;GO:0050852;GO:0050853;GO:0043537;GO:0046928;GO:0034166;GO:0060536;GO:0038083;GO:0048667;GO:0048666;GO:0007249;GO:0001782;GO:0007517;GO:0002224;GO:0002587;GO:0002467;GO:0050860;GO:0001812;GO:0002902;GO:0019731;GO:0050900;GO:0001818;GO:0060045;GO:0055012;GO:0006366;GO:1901300;GO:0090251;GO:0002322;GO:0050871;GO:0035914;GO:0048167;GO:0030220;GO:2000311;GO:2000310;GO:0016055;GO:0030224;GO:0019722;GO:0010694;GO:0014898;GO:0051966;GO:0030501;GO:0051963;GO:0030183;GO:0014033;GO:0007186;GO:0030182;GO:0042100;GO:1904706;GO:0042742;GO:0006898;GO:0045579;GO:0042986;GO:2000727;GO:0045580;GO:0071560;GO:0002721;GO:0010628;GO:2001016;GO:0031666;GO:0035984;GO:1903861;GO:0045345;GO:0006468;GO:0090073;GO:0045348;GO:0000122;GO:0030449;GO:0000086;GO:0018298;GO:0016310;GO:0060297;GO:0060333;GO:0006351;GO:0035690;GO:0050707;GO:0007169;GO:0048469;GO:0072160;GO:0002553;GO:0030318;GO:0042094;GO:0098761;GO:0071222;GO:2000987;GO:0045087;GO:0042130;GO:0043065;GO:0006508;GO:0071864;GO:0071226;GO:0030279
GO:0006351;0.0;0.09523809523809523;0.0;0.0;0.0;0.08695652173913043;0.0;0.13333333333333333;0.11764705882352941;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.125;0.11764705882352941;0.0;0.0;0.0;0.0;0.13333333333333333;0.10526315789473684;0.0;0.125;0.0;0.09523809523809523;0.0;0.0;0.0;0.1;0.125;0.0;0.11764705882352941;0.0;0.11764705882352941;0.0;0.13333333333333333;0.0;0.0;0.09523809523809523;0.09523809523809523;0.0;0.0;0.08695652173913043;0.0;0.38095238095238093;0.11764705882352941;0.13333333333333333;0.11764705882352941;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.1111111111111111;0.9523809523809523;0.0;0.0;0.1111111111111111;0.0;0.13333333333333333;0.0;0.125;0.0;0.0;0.1111111111111111;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.125;0.125;0.13333333333333333;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.125;0.4444444444444444;0.25;0.0;0.1111111111111111;1.0;0.13333333333333333;0.0;0.1111111111111111;0.14285714285714285;0.11764705882352941;0.09523809523809523;0.125;0.1111111111111111;0.11764705882352941;0.11764705882352941;0.0;0.0;0.0;0.0;0.5;0.0;0.125;0.0
GO:0035690;0.0;0.25;0.0;0.0;0.0;0.2222222222222222;0.0;0.6;0.6666666666666666;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.16666666666666666;0.0;0.7272727272727273;0.3333333333333333;0.0;0.0;0.0;0.0;0.2;0.2857142857142857;0.0;0.36363636363636365;0.0;0.25;0.0;0.0;0.0;0.26666666666666666;0.18181818181818182;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0;0.2;0.0;0.0;0.25;0.25;0.0;0.0;0.2222222222222222;0.0;0.25;0.3333333333333333;0.4;0.3333333333333333;0.0;0.0;0.23529411764705882;0.0;0.18181818181818182;0.0;0.0;0.0;0.3076923076923077;0.18181818181818182;0.0;0.0;0.15384615384615385;0.125;0.0;0.0;0.15384615384615385;0.0;0.2;0.0;0.36363636363636365;0.0;0.0;0.3076923076923077;0.16666666666666666;0.3076923076923077;0.0;0.3076923076923077;0.0;0.0;0.0;0.16666666666666666;0.18181818181818182;0.36363636363636365;0.4;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.36363636363636365;0.3076923076923077;0.36363636363636365;0.0;0.3076923076923077;0.13333333333333333;1.0;0.0;0.3076923076923077;0.4444444444444444;0.16666666666666666;0.25;0.18181818181818182;0.0;0.6666666666666666;0.6666666666666666;0.0;0.4;0.0;0.0;0.0;0.0;0.5454545454545454;0.0
GO:0050707;0.0;0.1;0.2727272727272727;0.375;0.35294117647058826;0.09090909090909091;0.0;0.0;0.0;0.1111111111111111;0.0;0.42105263157894735;0.0;0.35294117647058826;0.1;0.47058823529411764;0.1111111111111111;0.47058823529411764;0.0;0.42105263157894735;0.0;0.0;0.4444444444444444;0.23529411764705882;0.4;0.42105263157894735;0.0;0.1111111111111111;0.1111111111111111;0.5333333333333333;0.5;0.1;0.38095238095238093;0.5;0.4444444444444444;0.42105263157894735;0.0;0.42105263157894735;0.0;0.5;0.125;0.47058823529411764;0.0;0.47058823529411764;0.2857142857142857;0.1;0.1;0.4;0.8235294117647058;0.09090909090909091;0.0;0.0;0.0;0.0;0.125;0.11764705882352941;0.0;0.09523809523809523;0.35294117647058826;0.0;0.3333333333333333;0.2857142857142857;0.42105263157894735;0.0;0.0;0.6666666666666666;0.4;0.0;0.0;0.4;0.0;0.0;0.4444444444444444;0.0;0.23529411764705882;0.0;0.42105263157894735;0.42105263157894735;0.11764705882352941;0.0;0.11764705882352941;0.4;0.0;0.47058823529411764;0.47058823529411764;0.25;0.0;0.0;0.5333333333333333;0.0;0.0;0.47058823529411764;0.0;0.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;0.4444444444444444;0.0;0.5555555555555556;0.375;0.42105263157894735;0.35294117647058826;0.0;0.4;0.35294117647058826;0.0;0.25;0.35294117647058826;0.38095238095238093;0.3333333333333333;0.0;0.0;0.0;0.42105263157894735;0.11764705882352941;0.0;0.0;1.0;0.11764705882352941;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.42105263157894735;0.47058823529411764;0.0;0.5;0.0;0.5333333333333333
GO:0007169;0.0;0.10526315789473684;0.09523809523809523;0.13333333333333333;0.125;0.09523809523809523;0.0;0.3076923076923077;0.13333333333333333;0.11764705882352941;0.0;0.1111111111111111;0.0;0.125;0.10526315789473684;0.125;0.11764705882352941;0.125;0.13333333333333333;0.1111111111111111;0.2857142857142857;0.13333333333333333;0.11764705882352941;0.125;0.14285714285714285;0.1111111111111111;0.15384615384615385;0.11764705882352941;0.11764705882352941;0.14285714285714285;0.13333333333333333;0.10526315789473684;0.1;0.13333333333333333;0.11764705882352941;0.1111111111111111;0.14285714285714285;0.1111111111111111;0.26666666666666666;0.13333333333333333;0.13333333333333333;0.125;0.15384615384615385;0.125;0.1;0.10526315789473684;0.10526315789473684;0.10526315789473684;0.125;0.09523809523809523;0.0;0.21052631578947367;0.13333333333333333;0.15384615384615385;0.13333333333333333;0.125;0.0;0.1;0.125;0.0;0.11764705882352941;0.1;0.1111111111111111;0.0;0.14285714285714285;0.14285714285714285;0.42105263157894735;0.125;0.10526315789473684;0.42105263157894735;0.0;0.125;0.11764705882352941;0.15384615384615385;0.125;0.14285714285714285;0.1111111111111111;0.1111111111111111;0.125;0.13333333333333333;0.125;0.10526315789473684;0.0;0.125;0.125;0.13333333333333333;0.13333333333333333;0.14285714285714285;0.14285714285714285;0.15384615384615385;0.13333333333333333;0.125;0.0;0.0;0.4444444444444444;0.4444444444444444;0.1111111111111111;0.11764705882352941;0.13333333333333333;0.11764705882352941;0.13333333333333333;0.1111111111111111;0.125;0.26666666666666666;0.10526315789473684;0.125;0.25;0.13333333333333333;0.125;0.1;0.11764705882352941;0.14285714285714285;0.25;0.2857142857142857;0.1111111111111111;0.125;0.1111111111111111;0.3076923076923077;0.11764705882352941;1.0;0.16666666666666666;0.13333333333333333;0.10526315789473684;0.14285714285714285;0.0;0.26666666666666666;0.13333333333333333;0.125;0.0;0.1111111111111111;0.125;0.0;0.13333333333333333;0.14285714285714285;0.14285714285714285
GO:0048469;0.18181818181818182;0.13333333333333333;0.0;0.0;0.0;0.11764705882352941;0.2222222222222222;0.4444444444444444;0.18181818181818182;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.18181818181818182;0.0;0.4;0.18181818181818182;0.0;0.0;0.0;0.0;0.2222222222222222;0.15384615384615385;0.0;0.2;0.0;0.13333333333333333;0.0;0.0;0.0;0.14285714285714285;0.2;0.0;0.36363636363636365;0.0;0.18181818181818182;0.0;0.2222222222222222;0.0;0.0;0.13333333333333333;0.13333333333333333;0.0;0.0;0.11764705882352941;0.2222222222222222;0.26666666666666666;0.18181818181818182;0.2222222222222222;0.18181818181818182;0.0;0.2222222222222222;0.125;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.16666666666666666;0.13333333333333333;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222;0.0;0.2;0.0;0.0;0.16666666666666666;0.18181818181818182;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.2;0.2;0.2222222222222222;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2;0.3333333333333333;0.4;0.0;0.16666666666666666;0.14285714285714285;0.4444444444444444;0.0;0.16666666666666666;1.0;0.18181818181818182;0.13333333333333333;0.2;0.0;0.36363636363636365;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
GO:0072160;0.14285714285714285;0.1111111111111111;0.0;0.0;0.0;0.1;0.16666666666666666;0.16666666666666666;0.14285714285714285;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.15384615384615385;0.14285714285714285;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.15384615384615385;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.15384615384615385;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.1;0.16666666666666666;0.1111111111111111;0.14285714285714285;0.16666666666666666;0.14285714285714285;0.0;0.16666666666666666;0.10526315789473684;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.13333333333333333;0.1111111111111111;0.0;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.15384615384615385;0.0;0.0;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.15384615384615385;0.15384615384615385;0.16666666666666666;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.15384615384615385;0.13333333333333333;0.15384615384615385;0.0;0.13333333333333333;0.11764705882352941;0.16666666666666666;0.0;0.13333333333333333;0.18181818181818182;1.0;0.1111111111111111;0.15384615384615385;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0
GO:0002553;0.0;0.09090909090909091;0.08333333333333333;0.1111111111111111;0.10526315789473684;0.08333333333333333;0.0;0.25;0.1111111111111111;0.1;0.0;0.09523809523809523;0.0;0.10526315789473684;0.09090909090909091;0.10526315789473684;0.1;0.10526315789473684;0.1111111111111111;0.09523809523809523;0.23529411764705882;0.1111111111111111;0.1;0.10526315789473684;0.11764705882352941;0.09523809523809523;0.125;0.1;0.1;0.11764705882352941;0.1111111111111111;0.09090909090909091;0.08695652173913043;0.1111111111111111;0.1;0.09523809523809523;0.11764705882352941;0.09523809523809523;0.2222222222222222;0.1111111111111111;0.1111111111111111;0.10526315789473684;0.125;0.10526315789473684;0.08695652173913043;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.10526315789473684;0.08333333333333333;0.0;0.18181818181818182;0.1111111111111111;0.125;0.1111111111111111;0.10526315789473684;0.0;0.08695652173913043;0.10526315789473684;0.0;0.1;0.08695652173913043;0.09523809523809523;0.0;0.11764705882352941;0.11764705882352941;0.09090909090909091;0.10526315789473684;0.09090909090909091;0.09090909090909091;0.11764705882352941;0.10526315789473684;0.1;0.125;0.10526315789473684;0.11764705882352941;0.09523809523809523;0.09523809523809523;0.10526315789473684;0.1111111111111111;0.10526315789473684;0.09090909090909091;0.0;0.10526315789473684;0.10526315789473684;0.1111111111111111;0.1111111111111111;0.11764705882352941;0.11764705882352941;0.125;0.1111111111111111;0.10526315789473684;0.0;0.4444444444444444;0.09523809523809523;0.09523809523809523;0.09523809523809523;0.1;0.1111111111111111;0.1;0.1111111111111111;0.09523809523809523;0.10526315789473684;0.2222222222222222;0.09090909090909091;0.10526315789473684;0.21052631578947367;0.1111111111111111;0.10526315789473684;0.08695652173913043;0.1;0.11764705882352941;0.21052631578947367;0.23529411764705882;0.09523809523809523;0.10526315789473684;0.09523809523809523;0.25;0.1;0.10526315789473684;0.13333333333333333;0.1111111111111111;1.0;0.11764705882352941;0.0;0.2222222222222222;0.1111111111111111;0.10526315789473684;0.0;0.09523809523809523;0.10526315789473684;0.0;0.1111111111111111;0.11764705882352941;0.11764705882352941
GO:0030318;0.15384615384615385;0.11764705882352941;0.0;0.0;0.0;0.10526315789473684;0.18181818181818182;0.18181818181818182;0.15384615384615385;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.15384615384615385;0.0;0.16666666666666666;0.15384615384615385;0.0;0.0;0.0;0.0;0.18181818181818182;0.13333333333333333;0.0;0.16666666666666666;0.0;0.11764705882352941;0.0;0.0;0.0;0.125;0.16666666666666666;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.18181818181818182;0.0;0.0;0.11764705882352941;0.11764705882352941;0.0;0.0;0.10526315789473684;0.18181818181818182;0.11764705882352941;0.15384615384615385;0.18181818181818182;0.15384615384615385;0.0;0.18181818181818182;0.1111111111111111;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.11764705882352941;0.0;0.0;0.14285714285714285;0.0;0.18181818181818182;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.15384615384615385;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.16666666666666666;0.16666666666666666;0.18181818181818182;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.16666666666666666;0.14285714285714285;0.16666666666666666;0.0;0.14285714285714285;0.125;0.18181818181818182;0.0;0.14285714285714285;0.2;0.15384615384615385;0.11764705882352941;1.0;0.0;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0
GO:0042094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.0;0.0;0.625;0.14285714285714285;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0
GO:0098761;0.0;0.2222222222222222;0.0;0.0;0.0;0.2;0.0;0.5;0.7142857142857143;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.14285714285714285;0.0;0.6153846153846154;0.2857142857142857;0.0;0.0;0.0;0.0;0.16666666666666666;0.25;0.0;0.3076923076923077;0.0;0.2222222222222222;0.0;0.0;0.0;0.23529411764705882;0.15384615384615385;0.0;0.5714285714285714;0.0;0.2857142857142857;0.0;0.16666666666666666;0.0;0.0;0.2222222222222222;0.2222222222222222;0.0;0.0;0.2;0.0;0.2222222222222222;0.2857142857142857;0.3333333333333333;0.2857142857142857;0.0;0.0;0.21052631578947367;0.0;0.15384615384615385;0.0;0.0;0.0;0.26666666666666666;0.15384615384615385;0.0;0.0;0.13333333333333333;0.1111111111111111;0.0;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.3076923076923077;0.0;0.0;0.26666666666666666;0.14285714285714285;0.26666666666666666;0.0;0.26666666666666666;0.0;0.0;0.0;0.14285714285714285;0.15384615384615385;0.3076923076923077;0.3333333333333333;0.2857142857142857;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.3076923076923077;0.26666666666666666;0.3076923076923077;0.0;0.26666666666666666;0.11764705882352941;0.6666666666666666;0.0;0.26666666666666666;0.36363636363636365;0.14285714285714285;0.2222222222222222;0.15384615384615385;0.0;1.0;0.7142857142857143;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.6153846153846154;0.0
GO:0071222;0.0;0.1111111111111111;0.0;0.0;0.0;0.1;0.0;0.3333333333333333;0.7142857142857143;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.7692307692307693;0.14285714285714285;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.15384615384615385;0.0;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.15384615384615385;0.0;0.5714285714285714;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.1;0.0;0.1111111111111111;0.14285714285714285;0.16666666666666666;0.14285714285714285;0.0;0.0;0.10526315789473684;0.0;0.15384615384615385;0.0;0.0;0.0;0.5333333333333333;0.15384615384615385;0.0;0.0;0.13333333333333333;0.1111111111111111;0.0;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.15384615384615385;0.0;0.0;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.0;0.26666666666666666;0.0;0.0;0.0;0.14285714285714285;0.15384615384615385;0.15384615384615385;0.16666666666666666;0.14285714285714285;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.15384615384615385;0.13333333333333333;0.15384615384615385;0.0;0.13333333333333333;0.11764705882352941;0.6666666666666666;0.0;0.13333333333333333;0.18181818181818182;0.14285714285714285;0.1111111111111111;0.15384615384615385;0.0;0.7142857142857143;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.6153846153846154;0.0
GO:2000987;0.0;0.10526315789473684;0.38095238095238093;0.4;0.375;0.09523809523809523;0.0;0.0;0.0;0.5882352941176471;0.0;0.4444444444444444;0.0;0.875;0.10526315789473684;0.5;0.11764705882352941;0.375;0.0;0.4444444444444444;0.0;0.0;0.35294117647058826;0.25;0.5714285714285714;0.3333333333333333;0.0;0.11764705882352941;0.5882352941176471;0.14285714285714285;0.5333333333333333;0.10526315789473684;0.4;0.6666666666666666;0.35294117647058826;0.1111111111111111;0.0;0.3333333333333333;0.0;0.4;0.13333333333333333;0.5;0.0;0.625;0.7;0.10526315789473684;0.10526315789473684;0.42105263157894735;0.375;0.09523809523809523;0.0;0.0;0.0;0.0;0.13333333333333333;0.125;0.0;0.1;0.375;0.0;0.47058823529411764;0.7;0.3333333333333333;0.0;0.0;0.5714285714285714;0.42105263157894735;0.0;0.0;0.42105263157894735;0.0;0.0;0.47058823529411764;0.0;0.25;0.0;0.4444444444444444;0.4444444444444444;0.125;0.0;0.125;0.42105263157894735;0.0;0.375;0.625;0.26666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.375;0.0;0.0;0.5555555555555556;0.4444444444444444;0.5555555555555556;0.47058823529411764;0.0;0.47058823529411764;0.5333333333333333;0.4444444444444444;0.5;0.0;0.42105263157894735;0.5;0.0;0.26666666666666666;0.5;0.3;0.7058823529411765;0.0;0.0;0.0;0.3333333333333333;0.125;0.0;0.0;0.47058823529411764;0.125;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.5;0.0;0.5333333333333333;0.0;0.5714285714285714
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.6;0.3333333333333333;0.42857142857142855;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.125;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.11764705882352941;0.0;0.18181818181818182;0.0;0.0;0.0;0.6153846153846154;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0
GO:0042130;0.0;0.09523809523809523;0.2608695652173913;0.47058823529411764;0.4444444444444444;0.08695652173913043;0.0;0.0;0.0;0.10526315789473684;0.0;0.4;0.0;0.3333333333333333;0.09523809523809523;0.4444444444444444;0.10526315789473684;0.4444444444444444;0.0;0.8;0.0;0.0;0.631578947368421;0.2222222222222222;0.375;0.5;0.0;0.10526315789473684;0.10526315789473684;0.5;0.47058823529411764;0.09523809523809523;0.36363636363636365;0.47058823529411764;0.5263157894736842;0.4;0.0;0.9;0.0;0.7058823529411765;0.11764705882352941;0.4444444444444444;0.0;0.4444444444444444;0.36363636363636365;0.09523809523809523;0.09523809523809523;0.38095238095238093;0.4444444444444444;0.08695652173913043;0.0;0.0;0.0;0.0;0.11764705882352941;0.1111111111111111;0.0;0.09090909090909091;0.5555555555555556;0.0;0.5263157894736842;0.36363636363636365;0.4;0.0;0.0;0.5;0.47619047619047616;0.0;0.0;0.38095238095238093;0.0;0.0;0.7368421052631579;0.0;0.2222222222222222;0.0;0.4;0.4;0.1111111111111111;0.0;0.1111111111111111;0.38095238095238093;0.0;0.4444444444444444;0.3333333333333333;0.23529411764705882;0.0;0.0;0.5;0.0;0.0;0.6666666666666666;0.0;0.0;0.7;0.4;0.4;0.8421052631578947;0.0;0.42105263157894735;0.35294117647058826;0.4;0.3333333333333333;0.0;0.38095238095238093;0.3333333333333333;0.0;0.23529411764705882;0.3333333333333333;0.36363636363636365;0.42105263157894735;0.0;0.0;0.0;0.4;0.1111111111111111;0.0;0.0;0.42105263157894735;0.1111111111111111;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;1.0;0.4444444444444444;0.0;0.5882352941176471;0.0;0.5
GO:0043065;0.0;0.10526315789473684;0.38095238095238093;0.4;0.375;0.09523809523809523;0.0;0.0;0.0;0.11764705882352941;0.0;0.8888888888888888;0.0;0.5;0.10526315789473684;0.5;0.11764705882352941;0.5;0.0;0.5555555555555556;0.0;0.0;0.47058823529411764;0.25;0.5714285714285714;0.4444444444444444;0.0;0.11764705882352941;0.5882352941176471;0.5714285714285714;0.6666666666666666;0.10526315789473684;0.4;0.6666666666666666;0.8235294117647058;0.4444444444444444;0.0;0.4444444444444444;0.0;0.5333333333333333;0.5333333333333333;0.5;0.0;0.625;0.4;0.10526315789473684;0.10526315789473684;0.3157894736842105;0.5;0.09523809523809523;0.0;0.0;0.0;0.0;0.5333333333333333;0.125;0.0;0.1;0.375;0.0;0.47058823529411764;0.4;0.7777777777777778;0.0;0.0;0.42857142857142855;0.5263157894736842;0.0;0.0;0.7368421052631579;0.0;0.0;0.5882352941176471;0.0;0.25;0.0;0.4444444444444444;0.4444444444444444;0.125;0.0;0.125;0.5263157894736842;0.0;0.5;0.5;0.26666666666666666;0.0;0.0;0.5714285714285714;0.0;0.0;0.5;0.0;0.0;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.47058823529411764;0.0;0.35294117647058826;0.5333333333333333;0.5555555555555556;0.5;0.0;0.5263157894736842;0.5;0.0;0.26666666666666666;0.5;0.4;0.35294117647058826;0.0;0.0;0.0;0.4444444444444444;0.125;0.0;0.0;0.47058823529411764;0.125;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.5;0.0;0.4444444444444444;1.0;0.0;0.6666666666666666;0.0;0.42857142857142855
GO:0006508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.3333333333333333;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
